key;name
/authors/OL1256864A;Jovanović, Božo Mr.
/authors/OL6756308A;Avraham rav be-ʻir Frumushiḳe
/authors/OL9396144A;Natalie Nightingale
/authors/OL4613873A;José Pinheiro Fernandes
/authors/OL7340249A;Andrew D. Badley
/authors/OL5580596A;Air Infiltration and Ventilation Centre (Conference) (19th 1998 Oslo)
/authors/OL2134075A;C. Bouscaren
/authors/OL7188665A;Henry Guckel
/authors/OL1764218A;Sidney Wendell Edlund
/authors/OL7728116A;Alan S. Blood
/authors/OL10150820A;Sandra Sweeten
/authors/OL3571859A;Georges Daniel Volpilhac
/authors/OL10128919A;Anastasios Ioannidis
/authors/OL11857099A;Muḥammad Fawzī Sayyid
/authors/OL5931301A;D. H French
/authors/OL8348541A;Allen Hamlin Jr.
/authors/OL8630684A;R. A. Safitri
/authors/OL5026816A;Michio Chimura
/authors/OL7227324A;Ganglin, zuan xiu
/authors/OL6113388A;Eiji Okubo
/authors/OL2051678A;Ratmirov, I͡U. A.
/authors/OL9319552A;United States. Division of International Health
/authors/OL8835488A;Society of Civil Engineers. Task Committee on Blast Resistant Design
/authors/OL10172161A;Anchal Gupta
/authors/OL3616055A;Oelhafen
/authors/OL1555958A;Bekkers, Th. J. M.
/authors/OL3603711A;Joseph Stoltman
/authors/OL831527A;Barbara L. Dondiego
/authors/OL6257088A;Maritime Baptist Publication Company.
/authors/OL5654520A;Jesús Emilio Ramírez
/authors/OL13013305A;Dana Jaffe
/authors/OL8695515A;Keshen Tian
/authors/OL2743803A;WINFIELD
/authors/OL11328394A;Mary Jo Silversmith
/authors/OL9982248A;Mark G. Ehrhart
/authors/OL11634466A;Romania) Prima Societatea Fraterna pentru Vindecarea de Bolnavi si Inmormantarea Decedatilor (Iasi
/authors/OL11865539A;Roberta Conforti
/authors/OL11680365A;J.R. Mooren
/authors/OL1968658A;Canada. Vital Statistics Section.
/authors/OL11285943A;Ed Bruinvis
/authors/OL3702871A;Roland J. Cheney
/authors/OL637336A;Rodney T. West
/authors/OL1041056A;V. F. Vasilʹev
/authors/OL445244A;R. R. McCown
/authors/OL9127613A;Zoe Harpham
/authors/OL7326933A;Lisa Bradshaw
/authors/OL1222597A;Tamura, Keiji
/authors/OL5171888A;James W Altschuld
/authors/OL1465127A;David A. Bownas
/authors/OL47563A;Maria Maira Niri
/authors/OL11614451A;A. V. Dzemidovich
/authors/OL12800849A;Smulders, Beatrijs, Croon, Mariël
/authors/OL3483879A;Edna Mcgrew
/authors/OL5342242A;White House--Department of Interior Panel on Waterlogging and Salinity in West Pakistan.
/authors/OL12459506A;Denise Cleveland
/authors/OL8152281A;Suzanne Fernie
/authors/OL277213A;N. P. Pavperova
/authors/OL10751036A;Giacomo Torzo
/authors/OL4365394A;Avebury, Eric Lubbock Baron.
/authors/OL12646282A;GLORIS, THIERRY/ LAMONTAGNE, JACQUES
/authors/OL5603626A;I︠E︡vhen Li︠a︡khovych
/authors/OL3415483A;John Ray Hoke
/authors/OL8063213A;Robert Freitas
/authors/OL12458539A;Malbuch Studio
/authors/OL12323712A;Constance Hopkins
/authors/OL809521A;Alain Vitaux
/authors/OL11607993A;C.J. Golden
/authors/OL4293381A;Kelly Tjaden
/authors/OL8125949A;Cristiano Bellavitis
/authors/OL8281847A;Filipe Ribeiro De Meneses
/authors/OL11078355A;Of Joe Designs
/authors/OL7737563A;Jeffery Dye
/authors/OL10003721A;Aquarellina Aquarellina
/authors/OL6572297A;Yanru Zhao
/authors/OL12923313A;Sachi Barriero
/authors/OL3677073A;Flint and Neil Partnership
/authors/OL8240324A;Robert P. Keep
/authors/OL9861716A;Michaela Dei
/authors/OL6427798A;E. Feindler
/authors/OL4233937A;Juan Escamez
/authors/OL5757382A;Ernesto Forcellino
/authors/OL6409529A;Dan Ramsey
/authors/OL3921409A;Yasuji Nakai
/authors/OL11406267A;Benedict R. O'G Anderson
/authors/OL11294314A;Giorgia Aureli
/authors/OL2895358A;Linda Eberle
/authors/OL4874720A;François de Morains
/authors/OL2745065A;Graham Zanker
/authors/OL7305289A;Jon Huckeby
/authors/OL10490488A;Megan Penland
/authors/OL6573115A;Susanti Adi Nugroho
/authors/OL9863119A;Clifton I. Seeney
/authors/OL11714435A;A magistrate of the County of Berks
/authors/OL421269A;Edward R. Tufte
/authors/OL6722975A;Bählul Hüseynov
/authors/OL5388019A;Sylvia Méluzin
/authors/OL2317582A;Otto F. W. T. Griepenkerl
/authors/OL4069833A;Renate Hansen-Kokorus
/authors/OL3058545A;J. M. Fenton
/authors/OL3770448A;C. M. Knighton
/authors/OL10650184A;Christiane Hagn
/authors/OL1826733A;Nancy Boon
/authors/OL996445A;Surya Kiran Gurung
/authors/OL6895924A;Ruperto de Jesus
/authors/OL1158006A;Massimo Scicchitano
/authors/OL4384431A;Geoffrey Hugh Griffiths
/authors/OL2356423A;Čiro Truhelka
/authors/OL3929391A;H. Honour
/authors/OL11868578A;Lia Soorenian
/authors/OL12024323A;Daniil Zatochnik
/authors/OL7470399A;Anthony Kenny
/authors/OL3245367A;Alessandra Sanguinetti
/authors/OL10007490A;Elle-Mari Talivee
/authors/OL826002A;B. I͡A Skshidlo
/authors/OL3999307A;Marion Buchheister
/authors/OL3456747A;Sarah Cotton
/authors/OL3551121A;W. Clark Litten
/authors/OL2013278A;S. W. Reeder
/authors/OL6094127A;J M. Marsh
/authors/OL2687438A;Edward Rathmell
/authors/OL844987A;Kenneth W. Sollitt
/authors/OL6524680A;MARTIN REICHARD
/authors/OL2323526A;Ellis Parker
/authors/OL12235352A;Mathiesen & Newhouse Galleries
/authors/OL1362143A;Takada, Mizuho
/authors/OL2253437A;Manfred Sturmann
/authors/OL8821876A;Gastón Borges
/authors/OL6631557A;Mykhalo Petrovych Drahomaniv
/authors/OL185229A;Tore Iversen
/authors/OL8171677A;K. Satya Prasad
/authors/OL11093243A;Kemoy Douglas
/authors/OL9789855A;Ralf Marten
/authors/OL7657296A;Jonathan J. Moore
/authors/OL7320397A;Joel Porter
/authors/OL12479878A;Waverly Miller
/authors/OL7498254A;Anders Goransson
/authors/OL12342301A;William Townsend 1766-1849 Aiton
/authors/OL11573655A;José Carlos Monroy Rodríguez
/authors/OL9833484A;Story unicorn Edition
/authors/OL3405875A;1978 Diltiazem Hakone Symposium
/authors/OL7097021A;Nicholas E. Denysenko
/authors/OL2631209A;Larry King
/authors/OL9602133A;Ilene Nagel Bernstein
/authors/OL7375710A;Myddelton Philip Parry Price
/authors/OL10344495A;Condé Nast
/authors/OL3870175A;Mick E. Jones
/authors/OL2986776A;Iain Toombs
/authors/OL7775801A;Gong wei
/authors/OL3297699A;Georgi Vladimov
/authors/OL69422A;Vygandas Marburgietis
/authors/OL13037406A;John Yohn
/authors/OL12343194A;Walt 1862-1939 Mason
/authors/OL3249009A;Loechel
/authors/OL3599350A;Joan Gottleib
/authors/OL12480914A;VideozAB Coloring
/authors/OL6718517A;Édouard Choquet
/authors/OL11781808A;Tammy Ries
/authors/OL11271974A;Osstora OSSTORA R
/authors/OL2990797A;Matthew Curry
/authors/OL4820893A;Karin Dohmen
/authors/OL8063465A;Lawrence R. Harvill
/authors/OL12265347A;Doriath, Sophie, Doriath, Olivier
/authors/OL8693708A;Ainai Ma
/authors/OL12072553A;Lyra J. Colfer
/authors/OL9717930A;Mark C. Wilson
/authors/OL392297A;Roy Hicks
/authors/OL135507A;Signe Forsberg
/authors/OL9048818A;M. T. Taghyi̐ev
/authors/OL5474599A;Baoxian Di
/authors/OL4712532A;Alba De Céspedes
/authors/OL2909979A;Allison M. Curran
/authors/OL7392221A;Michel Chodkiewicz
/authors/OL7438681A;Roderick Benns
/authors/OL3339920A;Cathie Celestri
/authors/OL11556915A;Chantal Van den Heuvel
/authors/OL4896861A;Girolamo Bax
/authors/OL7323834A;Leah Hazard
/authors/OL3141068A;Musee de la Mode
/authors/OL8013424A;Nicolo Sartori
/authors/OL1498253A;New York (State). Task Force on Election Modernization.
/authors/OL11777550A;Pavel Dan
/authors/OL6380598A;Alan Alexander Luhring
/authors/OL12177873A;Pierre-François Briot
/authors/OL4429036A;Diner-out.
/authors/OL5142203A;Hiromasa Hayashi
/authors/OL9473755A;EWALD
/authors/OL6149867A;Philippe de Bercegol
/authors/OL8596621A;Maria Zuber
/authors/OL5150120A;Phillips, R. dramatist
/authors/OL397267A;Tyra Banks
/authors/OL9149889A;Llewellyn H. Rockwell Jr.
/authors/OL307625A;Kusumakumāra
/authors/OL6326243A;W A C. Adie
/authors/OL12164368A;National Council of the Churches of Christ in the United States of America. Black Christian Education Resources Center
/authors/OL4058549A;Jacobus A. McDonough
/authors/OL9994574A;"John Wood; Marcus Gray"
/authors/OL9818324A;J. S. A. I. Chandra K. V. L. N Murthy P. SOWMYA
/authors/OL7537160A;Meyer, Linda (Writer on vegan cooking)
/authors/OL11119339A;M. Brooklyn Allen
/authors/OL6678202A;Johannes R. Borbis
/authors/OL5153236A;Mariusz Kostecki
/authors/OL8898237A;Vera Mikhaĭlovna Moskalet︠s︡
/authors/OL890297A;Tedric A. Harris
/authors/OL7236777A;John Leycester Adolphus
/authors/OL10113408A;Financial Rewire
/authors/OL3248332A;Julia Graham
/authors/OL8663790A;Nicolas Fornerod
/authors/OL7809072A;Latosha Carter
/authors/OL10327280A;Alwena Kénan
/authors/OL2650594A;Brake Systems Parts Manufacturers Council
/authors/OL9027473A;Ga.) Morehouse Conference on African American Fathers (1998 Atlanta
/authors/OL1904115A;Mulder, J.
/authors/OL2515531A;Aug Visschers
/authors/OL7600276A;Edna Robinson
/authors/OL4844650A;Anatolii Tikhonovich Gladilin
/authors/OL7856067A;Hendrik Broer
/authors/OL9816375A;O. G. Editions
/authors/OL9405406A;Inc Brick Manufacturers Association of New York
/authors/OL4691515A;Panasonic AG460
/authors/OL5967583A;CYNTHIA WESLEY-ESQUIMAUX
/authors/OL668564A;Friedemann Sternel
/authors/OL10843550A;R. Crampton
/authors/OL8987495A;Lázaro Hernández Muñoz
/authors/OL5490318A;Signorini.
/authors/OL691910A;Hill, Wilhelm
/authors/OL9743308A;Stinne Gunder Strøm Krogager
/authors/OL1153683A;N .N Malʹt͡seva
/authors/OL8555543A;Philippe Ludwig
/authors/OL11194639A;Yello Balolia
/authors/OL6196391A;L. Reboud
/authors/OL2431178A;Jacob Wendell Clark
/authors/OL556551A;P. V. Sheremetevskiĭ
/authors/OL1640844A;UJNR Panel on Fire Research and Safety.
/authors/OL11820632A;Serdar Ataol
/authors/OL11819483A;Anas Taysīr ʻAbd Ṣalāḥāt
/authors/OL6995430A;Brigitte M. Duffy
/authors/OL11279025A;Ileen Ahalt
/authors/OL9245596A;Jamie Jo Wright
/authors/OL10196081A;Yula Yula Zhenya Kuzin
/authors/OL8949630A;Wŏn-ho Kim
/authors/OL8076345A;Andrew Benford
/authors/OL10109956A;Rick Norton
/authors/OL2275400A;William Thomas Carlisle
/authors/OL587522A;Dick Foth
/authors/OL11978124A;Francisco Leal Díaz
/authors/OL5889807A;Simposio de Estudios Sefardíes 1st Madrid, 1964
/authors/OL2821848A;Sebastein Charles
/authors/OL3374312A;Brian Mcginn
/authors/OL12258250A;Haskell Mary
/authors/OL4966333A;Takuji Koike
/authors/OL4684498A;Francisca Helena Johanna Hendriks
/authors/OL649952A;D. K. Alford
/authors/OL1114934A;Mira Seth
/authors/OL3988732A;Roland Stolzenburg
/authors/OL7510414A;Cui zhong lei
/authors/OL357325A;Edward John Way
/authors/OL3847128A;Steve Houpe
/authors/OL4561618A;George Samuel Foster Kemp
/authors/OL178846A;Qazi Masum
/authors/OL11700629A;Kwang-dŏk Sŏ
/authors/OL6233715A;Alwyn Du Camp
/authors/OL8930501A;Kyun-sŭng Chŏng
/authors/OL2004511A;International Conference on Metric Education Biloxi, Miss. 1975.
/authors/OL9186129A;Warren Doyle
/authors/OL4653429A;Roland G Ruppenthal
/authors/OL3750440A;harry W. Rosen
/authors/OL1130425A;Veselin Ristic
/authors/OL12792396A;Padua, Mayra Leticia Ortiz, Usischon, Alyssa Borrero, Nieves, María, Borrero, Nomar Nikko
/authors/OL10321224A;R. Jon MacDonald
/authors/OL3534541A;David Rubenstein FRCP MD
/authors/OL11937028A;Galesburg Equal Suffrage Association
/authors/OL1234883A;Patricia M. Lengermann
/authors/OL7821464A;Zhang yu ru
/authors/OL6633762A;Ranko Jovanovi
/authors/OL70621A;Popa, Vasile conf. univ.
/authors/OL3953081A;David Chapelier
/authors/OL2489635A;V. P. Galakhov
/authors/OL12343542A;Henri 1807-1864 Fm Ternaux-Compans
/authors/OL5929004A;Diarmuid Ó Duibhne
/authors/OL8086450A;E. Grady Bogue
/authors/OL12696240A;Ramón Mora i Rosich
/authors/OL11911968A;Andrzej Butkiewicz
/authors/OL4860770A;Frank K. Lu
/authors/OL2187217A;Hallwag AG
/authors/OL2470828A;Annita Giatrakou-Louvē
/authors/OL5690363A;Ulrich Diel
/authors/OL10821236A;Władysław Bentkowski
/authors/OL9014402A;A. Asharaf
/authors/OL7627607A;Leo Songeregger
/authors/OL10156487A;Bénédicte Cuenot
/authors/OL9183358A;Inrasara Phú Trạm
/authors/OL6879369A;Masataka Mori
/authors/OL8424809A;print
/authors/OL12341648A;Rudolf 1915- Ill Freund
/authors/OL8217678A;Numa Praetorius
/authors/OL7392415A;Martina Marsá Lafarge
/authors/OL1525868A;Śyāmadāsa Vaishṇava
/authors/OL12645340A;Mª Mercedes López Toreccilla
/authors/OL11430344A;Friedrich A./Lloyd W. Mints Lutz (Editors)
/authors/OL11887045A;Hannah Jacobi
/authors/OL11389086A;Jennifer Byers Chambers
/authors/OL10596160A;Peter M. Brennan
/authors/OL5395147A;Michael A. Hack
/authors/OL637279A;Novomīrskīĭ.
/authors/OL5492670A;International Symposium on Ice. (10th 1990 Espoo, Finland)
/authors/OL4394056A;Viktor Vasilyevich Shevchenko
/authors/OL9766793A;Charles G. Roberts
/authors/OL10071308A;The #1 Sports Writer for Kids
/authors/OL1080317A;George Michael Perreault
/authors/OL352163A;Parke Godwin
/authors/OL10017816A;Mats Alexandersson
/authors/OL2901697A;Thomas G. Oria
/authors/OL2033669A;Johnrae Earl
/authors/OL3127847A;Marie-Françoise Notz-Grob
/authors/OL10595388A;Marie Trawinski
/authors/OL7917459A;Stéphanie Joire
/authors/OL3019310A;Robert J. Toth
/authors/OL20881A;Kurt D. Bruner
/authors/OL1057040A;Fernanda Mestrinho
/authors/OL6841570A;Bianca Gusenbauer
/authors/OL6788437A;lulu.com
/authors/OL8443666A;Zi fu
/authors/OL3740875A;Su-Huel Huang
/authors/OL6173605A;Xiandong Li
/authors/OL9136240A;Lennox Randon
/authors/OL10751906A;M. Mosleh Uddin Bhuiyan
/authors/OL9846960A;S. C. P. Level-5 Archive - Rebekah Books
/authors/OL387415A;Kathie Lee Gifford
/authors/OL5480451A;Christopher Studley
/authors/OL10136722A;Marie 19th Cent Guérin
/authors/OL9796151A;Montreal Evans
/authors/OL5665271A;J. Stevenson
/authors/OL6628842A;Rubén M. Campos
/authors/OL9191368A;Djuana M. Ross
/authors/OL838160A;Donald N. Riemer
/authors/OL4836767A;Katarzyna M. Dziegielewska
/authors/OL7927937A;C. Bonan-Hamada
/authors/OL5964191A;Vincenzo Fabrizi
/authors/OL626776A;Alberto de Mestas
/authors/OL4952944A;André Borrély
/authors/OL2911359A;Albert O. Brinkmann
/authors/OL3126516A;Carroll, R. Johnson
/authors/OL8532897A;Patricia A. Brown
/authors/OL12424084A;Matt Dixon
/authors/OL10322849A;Mz Monica H
/authors/OL7544071A;Helene Druvert
/authors/OL4890458A;Illinois. Dept. of Mental Health
/authors/OL728566A;K. Gailit
/authors/OL3305734A;Ingham/ Aggleto
/authors/OL2947443A;Lynna Piekutowski
/authors/OL6230181A;Yong-jin Song
/authors/OL6753999A;Mishṭeret Yiśraʼel. Mikhlalah li-ḳetsinim bekhirim. Medor hadrakhah.
/authors/OL1130016A;H. E. Bell
/authors/OL2990517A;Lance, S. Sigal
/authors/OL4070242A;Rebekka Bratschi
/authors/OL3960654A;Frances  A. Dipper
/authors/OL340551A;Velimir Khlebnikov
/authors/OL540578A;Clifford E. Dykstra
/authors/OL10244A;Keharisiṃha Madhukara
/authors/OL5428071A;Charles V. Botterill
/authors/OL6342005A;ZINCK ANDREW MICHAEL
/authors/OL7068924A;Yara Falcon
/authors/OL3890875A;régine Quéva
/authors/OL1690956A;Michael Marberger
/authors/OL616248A;Enrique A. Rodríguez Doig
/authors/OL5370181A;ʻĀmir Ḥusayn
/authors/OL3579376A;Renee Fodor Schwarz
/authors/OL1136265A;Wolfgang Pusch
/authors/OL12361131A;Gordon Oliver 1912- Rothney
/authors/OL7915233A;Delderfield's eric.
/authors/OL6319521A;R. W Davis
/authors/OL2587058A;Crispe, Thomas Edward
/authors/OL10060727A;Jasmin Wrobel
/authors/OL3052546A;Holmes Greene
/authors/OL8662523A;Stéphanie Lesuffleur
/authors/OL3223915A;Esrefoglu Rumi
/authors/OL10845449A;Mills And Koll Staff
/authors/OL11851754A;Philippe Goridis
/authors/OL2200164A;Carlos Espinach Escalante
/authors/OL3465571A;Invisible Sam
/authors/OL11023052A;Pep Subirana
/authors/OL2361883A;Thomas Archer
/authors/OL11481161A;W Forbes Gray
/authors/OL3833197A;Jordan Powell
/authors/OL10157491A;Leah M. Omilion-Hodges
/authors/OL4217011A;Majid Mahmud Abu Hujayr
/authors/OL12517699A;Chase, Edna Woolman, Chase, Ilka
/authors/OL9975994A;June Peters
/authors/OL9156698A;Elodie Poux
/authors/OL1775209A;Herschel Specter
/authors/OL5776904A;A. (Alexander) Alison
/authors/OL4212206A;Beatriz Marcelli
/authors/OL9030636A;Aldanei Menezes de Andrade
/authors/OL10277565A;History History Channel
/authors/OL12529266A;NIAMH GREENE
/authors/OL11045721A;Kreative Geschenkbucher
/authors/OL8653998A;Mélanie Wency
/authors/OL8828142A;V. A. Smirnov
/authors/OL3400712A;D. L. Saftner
/authors/OL1503037A;Monica Fröhlich
/authors/OL6497877A;N.C FLEMING
/authors/OL774141A;Gene Burns
/authors/OL12236291A;Peter John Marshall (Preface by Son) Catherine Marshall (Editor)
/authors/OL8706361A;Masuhisa Akai
/authors/OL2001870A;Michael Swithenbank
/authors/OL5496113A;Lucia Colonna
/authors/OL4397756A;J. F. Drage
/authors/OL7735625A;Ms Beverly Jean Tannehill
/authors/OL5882795A;J. A. williamson
/authors/OL11067439A;Denise J. Meggett
/authors/OL2284234A;Bherumal Mahirchand Advani
/authors/OL12853240A;Phoolchand Muni
/authors/OL5730487A;George Knapp Abbott
/authors/OL11836650A;Maria Isabel Cartagena Faytong
/authors/OL12083084A;V. V. Arsentʹeva
/authors/OL6752607A;Taʻarukhat ha-40 li-Medinat Yiśraʼel (1988 Gane ha-taʻarukhah)
/authors/OL2374696A;Pier Lodovico Bertani
/authors/OL3915447A;Dominique Bourel
/authors/OL3044031A;K. E. Kear
/authors/OL2794106A;Anthony J. Michael
/authors/OL2651043A;James Lasley
/authors/OL7994796A;J. Tirira
/authors/OL2947137A;YoÊ¾el ben Aharon ShvÌ£arts
/authors/OL4455830A;Nanshi F. Matsuura
/authors/OL3122140A;Cheryl Rickabaugh
/authors/OL9845494A;Miguel Esquirol Jiménez
/authors/OL776891A;Robert Warren Cromey
/authors/OL12064031A;"Tenuʻat ""Zo artsenu"" (Israel)"
/authors/OL9344488A;Catarina Beato
/authors/OL7424426A;Hannover (Germany). Provinzial-Museums
/authors/OL11514834A;قادری,نصرا...
/authors/OL3619872A;Allen G. Jorgenson
/authors/OL767301A;Dave Simmons
/authors/OL7683219A;Holly K. Szurpicki
/authors/OL4319242A;Andrew Derksema
/authors/OL12219190A;Gary Yunker
/authors/OL2709480A;Michael G. H. Coles
/authors/OL7654788A;Fern Britton (author)
/authors/OL8356474A;JillEllyn Riley
/authors/OL7246849A;Paul Wells
/authors/OL4202836A;M.A. Seaton
/authors/OL11461862A;Phanēs Michalopoulos
/authors/OL2996799A;Richard Keith Carlton
/authors/OL2842118A;Theodore E. Parks
/authors/OL7825530A;Andrej Tverdochlebov
/authors/OL9833430A;A. M. Designs
/authors/OL7543797A;José Olivarez
/authors/OL12064187A;Aimilia Xanthopoulou
/authors/OL2773043A;Marshall Cavendish L
/authors/OL13338A;Rāmavallabha Somānī
/authors/OL1354800A;Jorge Luiz Stark Filho
/authors/OL370040A;Vincent J. Bunce
/authors/OL7711178A;Ronnald Roy Cossey
/authors/OL5259001A;Riyāḍ Fākhūrī
/authors/OL12856681A;Jōṇi Jēkkab Phā
/authors/OL3247240A;Lenia Heiderich
/authors/OL1612861A;Undang Ahmad Darsa
/authors/OL2021326A;Conference on Quality Control and the Significance of Mechanical Properties Sheffield, Eng. 1974.
/authors/OL9474943A;Patricia Greichen
/authors/OL11005401A;Y. A. Y. Journals
/authors/OL3245403A;Terri Mcginnis
/authors/OL12207710A;Mr. William Alan Larsh
