key;author;title;description
/works/OL2382606W;/authors/OL325143A;Töpfern. Neue pfiffige Ideen. Schneller Erfolg beim Töpfern ohne Scheibe;
/works/OL2382607W;/authors/OL325143A;Traumsymbole. Die wichtigsten Traumsymbole enträtselt und gedeutet;
/works/OL6060292W;/authors/OL1530884A;Pogranicze polsko-pruskie i krzyżackie;
/works/OL25697522W;/authors/OL3685235A;Strut and Tie Models;
/works/OL21135612W;/authors/OL3685235A;Structural Cross Sections;
/works/OL9692289W;/authors/OL3685235A;Defensive Hacking Self Study Guide;
/works/OL20312716W;/authors/OL7698956A;Overcoming Unforgiveness;
/works/OL33600716W;/authors/OL8728232A;Ji ben guo wen;
/works/OL33584617W;/authors/OL8728232A;Mo fan guo wen;Fen chi hsü wen, shuo ming wen, i lun wen, shu chʻing wen, ying yung wen 5 pien. Chieh ho fan wen chiang shu ko tʻi wen chang tso fa.
/works/OL22955383W;/authors/OL8728232A;Ben guo ji nian ri shi;
/works/OL3206478W;/authors/OL517602A;Serviço social e universidade;
/works/OL24939361W;/authors/OL5872424A;The Archaeology of Greater Nicoya;
/works/OL21519043W;/authors/OL5872424A;Creating Authenticity;
/works/OL12948472W;/authors/OL5872424A;Grounding the past;
/works/OL32670280W;/authors/OL7086351A;Alfūn̲ age;
/works/OL31802755W;/authors/OL7086351A;Bhukh;
/works/OL23404904W;/authors/OL7086351A;Alf dā pāndhī;
/works/OL23237338W;/authors/OL7086351A;Parchāven̲;
/works/OL16529567W;/authors/OL7086351A;Iko sā hai;
/works/OL23152260W;/authors/OL6777302A;La responsabilité de protéger, dix ans après;
/works/OL15115959W;/authors/OL6777302A;Les sujets du droit international pénal;
/works/OL27360056W;/authors/OL231145A;Rhythm planet P;
/works/OL1927767W;/authors/OL231145A;Rhythm planet;
/works/OL1927768W;/authors/OL231145A;Stolen moments;
/works/OL34250402W;/authors/OL165604A;Geomorphology of the Southern Appalachians;
/works/OL32849019W;/authors/OL165604A;Guidebook of the western United States;
/works/OL1553537W;/authors/OL165604A;Contributions to economic geology, 1906;
/works/OL1553538W;/authors/OL165604A;The Deep River coal field of North Carolina;
/works/OL1553539W;/authors/OL165604A;The Glacier national park;
/works/OL1553540W;/authors/OL165604A;Origin of the scenic features of the Glacier National Park;
/works/OL1553541W;/authors/OL165604A;Reconnaissance of the borax deposits of Death valley and Mohave desert;
/works/OL1553542W;/authors/OL165604A;... The twentymile park district of the Yamps coal field, Routt county, Colorado;
/works/OL1553543W;/authors/OL165604A;The Valley coal fields of Virginia;
/works/OL34988162W;/authors/OL28313A;There is Something;
/works/OL28962422W;/authors/OL28313A;El cuarto jinete;The first time Laurie and her dad see the white rider, watching them from the shadows of the trees, he is alone. Laurie is convinced that somehow he is trying to tell them something -- something her dad needs to pay attention to. Is the rider somehow linked to the genetic research into squirrels that Laurie is helping her dad with in the lab? When a second rider with a bloody sword appears alongside the first, and then a third and a fourth, Laurie knows she must try to understand who they are and what they represent. With the help of her brother and his best friend, she discovers what the riders mean, but will it be too late to stop the chain of events that has been set in motion?
/works/OL27972267W;/authors/OL28313A;Camaleones;When freakish weather grips the Arctic regions and moves southward, an Irish girl and her strange companion save the world from disaster through their ability to switch into animal forms.
/works/OL27971159W;/authors/OL28313A;Switcher;
/works/OL27280828W;/authors/OL28313A;Switchers;
/works/OL24289980W;/authors/OL28313A;Only human;
/works/OL23777590W;/authors/OL28313A;Thin air;
/works/OL23756421W;/authors/OL28313A;An act of worship;
/works/OL20908031W;/authors/OL28313A;El salteador de caminos;On a cold day in eightheenth-century England, a poor young boy agrees to watch a stranger's fine horse for a golden guinea but soon finds himself in a difficult situation when the king's guard appears and wants to use him as bait in their pursuit of a notorious highwayman.  Esta historia se desarrolla a todo galope. A lo lejos se oyen los cascos de una singular yegua. Sus riendas están ahora en manos de un pequeño truhán experto en contar cuentos de forajidos. Un misterioso jinete que se ha desvanecido por las callejuelas de Londres la ha dejado a su cuidado, con la promesa de una recompensa. ¿Pero cuál es la verdadera misión del pequeño charlatán?
/works/OL20903942W;/authors/OL28313A;The O'Hara affair;If only real life was like the movies! Fleur O'Farrell seems to have the perfect life. Living in the idyllic village of Lissamore on Ireland's West Coast, she has her own vintage clothes business as well as her very own Mr. Big. But when she starts to proffer anonymous advice via the internet to a young girl with a tangled love-life, Fleur's big heart leads to big trouble, as this act of kindness uncovers a darker side to her charmed life! Similarly, newly-wed Dervla Vaughn appears to be living the dream. However, with husband Christian working away more often than he's at home, there's trouble in paradise. Left alone to care for her demanding mother-in-law, Dervla wonders how her once-enviable life changed beyond all recognition! Surely married life should be blissful, not stressful? Meanwhile, the once-sleepy Lissamore is now a whirlwind of activity as the The O'Hara Affair is filmed in its picturesque surroundings. And with many locals being seduced by the glamour of the movies, who knows what could happen!
/works/OL20778622W;/authors/OL28313A;Xun zhao shi jian de ren;
/works/OL9883382W;/authors/OL28313A;Hard to Choos;
/works/OL7497739W;/authors/OL28313A;Origins;
/works/OL17911269W;/authors/OL28313A;Highway robbery;On a cold day in eightheenth-century England, a poor young boy agrees to watch a stranger's fine horse for a golden guinea but soon finds himself in a difficult situation when the king's guard appears and wants to use him as bait in their pursuit of a notorious highwayman.
/works/OL19359293W;/authors/OL28313A;A Perfect Life;
/works/OL19112816W;/authors/OL28313A;The new policeman;Irish teenager JJ Liddy discovers that time is leaking from his world into Tir na nOg, the land of the fairies, and when he attempts to stop the leak he finds out a lot about his family history, the music that he loves, and a crime his great-grandfather may or may not have committed.
/works/OL18704941W;/authors/OL28313A;Love lies bleeding;
/works/OL18596217W;/authors/OL28313A;The last of the high kings;When eleven-year-old Jenny Liddy, in turmoil over learning that she is a changeling, makes a deal with a devil creature, she endangers the human race but her own cleverness, her human and fairy fathers, and the last of Ireland's high kings help to make things right.
/works/OL17918788W;/authors/OL28313A;Star gazing;
/works/OL17923524W;/authors/OL28313A;Creature of the night;Bobby lives a reckless life smoking, drinking, and stealing cars in Dublin. So his mother moves the family to the country. But Bobby suspects their cottage might not be as quaint as it seems. And spooky details of the history of their little cottage gradually turn Bobby into a detective of night creatures real and imagined.
/works/OL17046832W;/authors/OL28313A;La criatura de la noche;
/works/OL17891674W;/authors/OL28313A;The fourth horseman;When Laurie is arrested for setting fire to her father's research lab she's unsure what to say in her defence. Should she say that she's an animal rights activist? Or should she tell the whole story, about the mysterious horsemen that she saw in the woods and the terrifying truth which lay behind their appearance? Suggested level: intermediate, junior secondary.
/works/OL15484054W;/authors/OL28313A;Most wanted;"In first century Rome, in the turmoil after a rumor circulates that mad Emperor ""Littleboots"" is dead, young Marcus brings home a horse that the emperor had proclaimed a consul and his family decides they must treat it as an honored guest."
/works/OL47255W;/authors/OL28313A;The beguilers;When she comes of age Rilka sets out to capture a beguiler, one of the lightlike spirit creatures with mesmerizing powers that haunt the mountains above her village, and her quest reveals the secret of their origin.
/works/OL47256W;/authors/OL28313A;Down among the gods;
/works/OL47257W;/authors/OL28313A;Switchers;When freakish weather grips the Arctic regions and moves southward, an Irish girl and her strange companion save the world from disaster through their ability to switch into animal forms.
/works/OL47258W;/authors/OL28313A;Wild blood;"Shortly before she turns fifteen and loses the power to ""Switch,"" Tess spends time with her cousins in the Irish countryside trying out different animal forms, but when her cousins disappear in the woods she must face her fears to save them."
/works/OL47259W;/authors/OL28313A;Midnight's choice;"Tess, who has the ability to change into animal form, must choose between good and evil as she tries to decide whether to ""Switch"" into a phoenix or a vampire for the rest of time."
/works/OL16977055W;/authors/OL28313A;The last of the high kings;
/works/OL15793160W;/authors/OL28313A;Wild blood;
/works/OL22791120W;/authors/OL8681751A;Cabinet äb réflexion;
/works/OL4827648W;/authors/OL1019873A;Izbrannoe;
/works/OL4827649W;/authors/OL1019873A;O zhizni, dramaturgii, teatre;
/works/OL4827650W;/authors/OL1019873A;Pʹesy;
/works/OL31343196W;/authors/OL11431436A;U. S. Monetary Policy and Financial Markets;
/works/OL35161387W;/authors/OL12721563A;Espacio judicial europeo y proceso penal;
/works/OL31034238W;/authors/OL11339868A;Ideas for Mediterranean Diet;
/works/OL7607523W;/authors/OL2335795A;Texas, the land of romance;
/works/OL31195675W;/authors/OL7535149A;The Undertakers Assistant;
/works/OL27415307W;/authors/OL7535149A;Nurse's Secret;
/works/OL24756891W;/authors/OL7535149A;Between Earth and Sky Lib/E;
/works/OL24205375W;/authors/OL7535149A;The Second Life of Mirielle West;
/works/OL21203921W;/authors/OL7535149A;Undertaker's Assistant;
/works/OL19740651W;/authors/OL7535149A;Between earth and sky;"""On a quiet Philadelphia morning in 1906, a newspaper headline catapults Alma Mitchell back to her past. A federal agent is dead, and the murder suspect is Alma's childhood friend, Harry Muskrat. Harry--or Asku, as Alma knew him--was the most promising student at the 'savage-taming' boarding school run by her father, where Alma was the only white pupil. Created in the wake of the Indian Wars, the Stover School was intended to assimilate the children of neighboring reservations. Instead, it robbed them of everything they'd known--language, customs, even their names--and left a heartbreaking legacy in its wake ... she barely recognizes the man Asku has become, cold and embittered at being an outcast in the white world and a ghost in his own. Her lawyer husband, Stewart, reluctantly agrees to help defend Asku for Alma's sake. To do so, Alma must revisit the painful secrets she has kept hidden from everyone--especially Stewart""--Amazon.com.  Philadelphia, 1906. A federal agent is dead, and the murder suspect is Alma Mitchell's childhood friend, Harry Muskrat. Harry-- then called Asku-- was the most promising student at Stover School in Wisconsin, the 'savage-taming' boarding school run by her father, where Alma was the only white pupil. Intended to assimilate the children of neighboring reservations, the school robbed them of language, customs, even their names. Asku has become, cold and embittered at being an outcast in the white world and a ghost in his own. Alma's lawyer husband, Stewart, reluctantly agrees to help defend Asku, forcing Alma to  revisit the painful secrets she has kept hidden from everyone-- especially Stewart."
/works/OL6485184W;/authors/OL1722627A;Kunst und Medien;
/works/OL24071332W;/authors/OL9056793A;Three novellas;
/works/OL17424594W;/authors/OL7310133A;Inside The Presidents Helicopter;
/works/OL6436555W;/authors/OL1705762A;The health & nutrition aspect of the drought in Somalia;
/works/OL13498407W;/authors/OL6368504A;An introduction to statistical physics;
/works/OL4940910W;/authors/OL1062595A;Holger Voigts;
/works/OL19626898W;/authors/OL7502347A;Clarkesworld Issue 80;
/works/OL28966400W;/authors/OL7502347A;The Year’s Best Science Fiction & Fantasy, 2021 Edition;"An anthology of ""best of"" science fiction and fantasy stories published in 2020."
/works/OL21163819W;/authors/OL7502347A;Clarkesworld Issue 105;
/works/OL22070591W;/authors/OL7502347A;Clarkesworld Issue 129;
/works/OL20419356W;/authors/OL7502347A;The Assemblers;
/works/OL19870118W;/authors/OL7502347A;Clarkesworld Issue 153;
/works/OL7757714W;/authors/OL2424606A;A forecast for U.S. coal in the 1980s;
/works/OL7757715W;/authors/OL2424606A;The Herrin conspiracy;
/works/OL7757716W;/authors/OL2424606A;No Title Exists;
/works/OL7757717W;/authors/OL2424606A;Report and suggestions of Committee on standard system of accounting and analysis of cost of production;
/works/OL28639515W;/authors/OL365627A;Economic Resilience with an Exchange Rate Peg;
/works/OL23229809W;/authors/OL365627A;Policies for stabilization and growth in small very open economies;
/works/OL22720862W;/authors/OL365627A;The Economy of Barbados, 1946-1980;
/works/OL19381404W;/authors/OL365627A;Democracy in the Caribbean;
/works/OL19378744W;/authors/OL365627A;Financing development in the Commonwealth Caribbean;
/works/OL19196989W;/authors/OL365627A;Economic adjustment policies for small nations;
/works/OL2565836W;/authors/OL365627A;The Caribbean economy in the nineties;
/works/OL2565837W;/authors/OL365627A;A currency union for the Caribbean;
/works/OL2565838W;/authors/OL365627A;Economic policies in small open economies;
/works/OL2565839W;/authors/OL365627A;Financial system soundness in the Caribbean;
/works/OL2565840W;/authors/OL365627A;Price volatility and financial instability;
/works/OL2565841W;/authors/OL365627A;Quantitative assessment of the financial sector;
/works/OL2565842W;/authors/OL365627A;A small foreign exchange market with a long-term peg;
/works/OL2565843W;/authors/OL365627A;Small island economies;
/works/OL7778648W;/authors/OL2444700A;Jesus only;
/works/OL7778649W;/authors/OL2444700A;The land and the life;
/works/OL7778650W;/authors/OL2444700A;Mexico as it is;
/works/OL7778651W;/authors/OL2444700A;Mexico as it is:  being notes of a recent tour in that country;
/works/OL9967343W;/authors/OL3935049A;Solides Deformables;
/works/OL20381260W;/authors/OL7724297A;Theaterhistoriografie;
/works/OL4039213W;/authors/OL749819A;Der Entscheidungsprozess bei der Beschaffung innovativer Software;
/works/OL26558721W;/authors/OL5396836A;Amicus Curiae;
/works/OL20727660W;/authors/OL5396836A;Formal Modeling and Verification of Cyber-Physical Systems;
/works/OL12315408W;/authors/OL5396836A;Verzeichnis der in den Registern und Kameralakten Alexanders V., Johann's XXIII. und des Konstanzer Konzils vorkommenden Personen, Kirchen und Orte des Deutschen Reiches, seiner Diözesen und Territorien, 1409-1417;
/works/OL30397359W;/authors/OL9260561A;Happy Valentine's Day, My Love ! (This Will Be Your Only Gift);
/works/OL30376774W;/authors/OL9260561A;Mon Carnet de Desserts;
/works/OL30341041W;/authors/OL9260561A;Go Ahead ! Write Me on It ! I Won't Tell You Anything !;
/works/OL30340068W;/authors/OL9260561A;Mon Carnet D'apéritifs;
/works/OL30324416W;/authors/OL9260561A;Celle Qui écrit Dans Ce Carnet Est la Meilleure Fille du Monde;
/works/OL30305026W;/authors/OL9260561A;Happy Valentine's Day, My Love !;
/works/OL30282834W;/authors/OL9260561A;Mon Carnet de Recettes;
/works/OL28464885W;/authors/OL6657724A;Eigenschaften Einiger Merkwürdigen Punkte des Geradlinigen Dreiecks : Und Mehrerer Durch Sie Bestimmten Linien und Figuren;
/works/OL18087267W;/authors/OL6657724A;Eigenschaften einiger merkwürdigen Punkte des geradlinigen Dreiecks und mehrerer durch sie ...;
/works/OL18083422W;/authors/OL6657724A;Grundriss zu analytischen Untersuchungen der dreieckigen Pyramide;
/works/OL5777119W;/authors/OL1411070A;L' archéologie en Polynésie française;
/works/OL35750072W;/authors/OL8074759A;Tomtes' Christmas Porridge;
/works/OL35713295W;/authors/OL8074759A;Year with Findus;
/works/OL35569548W;/authors/OL8074759A;עוגת יום־ההלדת של פינדוס;
/works/OL34997621W;/authors/OL8074759A;Goscie na Boze Narodzenie;
/works/OL34948011W;/authors/OL8074759A;Stora boken om Mamma Mu och Kråkan;
/works/OL34753082W;/authors/OL8074759A;El pastís d'aniversari;
/works/OL34746097W;/authors/OL8074759A;El pastel de crepes;
/works/OL34746012W;/authors/OL8074759A;En Findus s'independitza;
/works/OL34745984W;/authors/OL8074759A;Pettson se va de pesca;
/works/OL34745911W;/authors/OL8074759A;Cuando Findus era pequeño y desapareció;
/works/OL34745908W;/authors/OL8074759A;Quan en Findus era petit i va desaparèixer;
/works/OL34311509W;/authors/OL8074759A;Pettersson und Findus;
/works/OL33782652W;/authors/OL8074759A;Da Findus var lille og forsvandt (in Danish);
/works/OL33313888W;/authors/OL8074759A;Xuşka min li ku ye?;
/works/OL31988543W;/authors/OL8074759A;Lisa wartet auf den Bus;
/works/OL31605768W;/authors/OL8074759A;The Fox Hunt;
/works/OL31415354W;/authors/OL8074759A;When Findus Was Little and Disappeared;
/works/OL31276946W;/authors/OL8074759A;Pettson goes camping (Pettson and Findus);
/works/OL29871423W;/authors/OL8074759A;Stackars Pettson;
/works/OL29331727W;/authors/OL8074759A;Learning with Findus and Pettson - Lette;
/works/OL29289951W;/authors/OL8074759A;The Birthday Cake;
/works/OL29238768W;/authors/OL8074759A;Rozhdestvo v domike Petsona;Unable to continue with Christmas preparations because of his injured foot, Pettson and his cat Findus face a bleak Christmas until the neighbors come to the rescue.
/works/OL24343708W;/authors/OL8074759A;Skandinavische Weihnachten;
/works/OL28752256W;/authors/OL8074759A;Findus Goes Fishing;
/works/OL28748478W;/authors/OL8074759A;Findus Goes Camping;
/works/OL28740530W;/authors/OL8074759A;Findus at Christmas;
/works/OL28732526W;/authors/OL8074759A;When Findus Was Little and Disappeared;
/works/OL28719535W;/authors/OL8074759A;Findus Plants Meatballs;
/works/OL28713213W;/authors/OL8074759A;Findus and the Christmas Tomte;
/works/OL28697269W;/authors/OL8074759A;Pancakes for Findus;
/works/OL28687622W;/authors/OL8074759A;Findus and the Fox;
/works/OL28357014W;/authors/OL8074759A;Learning with Findus;
/works/OL26451654W;/authors/OL8074759A;Gotovim vmeste s Petsonom i Findusom;"""A cookbook with recipes and excerpts from stories. Christine (author of the recipes) worked as chief editor of the culinary magazine ""Gourmet"" and ""Elle a la carte"". Pettson and Findus will teach you to bake cakes and buns, cook soups, jelly, cereals and even cook carrot marmalade. These recipes are each preceded by a short story from the life of an old man and a kitten. Older children can make most of the dishes themselves..."" -- cataloger's summar of Russian website."
/works/OL26371644W;/authors/OL8074759A;Tilki Avı;
/works/OL26371643W;/authors/OL8074759A;Kücük Findus Kaybolunca;
/works/OL26371642W;/authors/OL8074759A;Dogum Günü Pastasi;
/works/OL26371639W;/authors/OL8074759A;Tilki Avi;
/works/OL26259552W;/authors/OL8074759A;Sebze Tarlasinda Curcuna;
/works/OL26236976W;/authors/OL8074759A;Pettson Çadir Kuruyor. Translated by Ali Arda;
/works/OL25982732W;/authors/OL8074759A;Lao Pi, Let Off the Firecrackers;
/works/OL25315291W;/authors/OL8074759A;Dog Walk;
/works/OL25230475W;/authors/OL8074759A;Keeping up with Findus;
/works/OL25187270W;/authors/OL8074759A;Findus Rules the Roost;
/works/OL24606916W;/authors/OL8074759A;Pettson et Picpus - le gâteau d'anniversaire;
/works/OL24606915W;/authors/OL8074759A;Pettson et Picpus - le gâteau d'anniversaire;
/works/OL24321642W;/authors/OL8074759A;Findus Goes Fishing;
/works/OL24273730W;/authors/OL8074759A;I stedet for en blomst;
/works/OL23685324W;/authors/OL8074759A;Picpus déménage;
/works/OL23685316W;/authors/OL8074759A;Pettson n'a pas la pêche;
/works/OL23685306W;/authors/OL8074759A;Le jour où Picpus a disparu;
/works/OL26320473W;/authors/OL9924140A;Embracing His Syn;
/works/OL9472666W;/authors/OL3490807A;To Plant Heaven;
/works/OL18324347W;/authors/OL1790056A;Carmen 36;
/works/OL34817740W;/authors/OL12544975A;Infanticidio en conventos y otros ámbitos eclesiásticos;
/works/OL34802221W;/authors/OL12544975A;El Acuerdo Haavara;
/works/OL34765229W;/authors/OL12544975A;Breve historia de la zoofilia;
/works/OL26393639W;/authors/OL9949211A;Didáctica general en la educación secundaria;
/works/OL35773387W;/authors/OL12933256A;Get Rid of Pain by Herb : Understand Herbal Remedies;
/works/OL35390384W;/authors/OL12790946A;the circus is in town, a counting book;
